id,title,company,city,level,category,experience,salary_from,salary_to,salary_mid,skills,has_desc,url
132627166,Руководитель группы ML Engineering (Uzum Avto),,Москва,senior,mlops,Опыт более 6 лет,,,,XGBoost|LightGBM|CatBoost|scikit-learn|MLflow|Docker|Kubernetes,True,https://hh.ru/vacancy/132627166
132590827,Tech Lead ML Engineer (Python),,Москва,senior,nlp,Опыт более 6 лет,,,,Python|PyTorch|XGBoost|LightGBM|CatBoost|scikit-learn|Transformers|LLM|LangChain|HuggingFace|RAG|Docker|FastAPI|Flask|Kafka|Grafana,True,https://hh.ru/vacancy/132590827
132755362,Middle+/Senior ML-инженер,,Москва,senior,nlp,Опыт 3-6 лет,,,,Python|SQL|Airflow|Docker|Kubernetes|FastAPI|Kafka|Spark|PostgreSQL|ClickHouse|Elasticsearch|S3|Git|Grafana,True,https://hh.ru/vacancy/132755362
132405936,ML Engineer (recommendations),,Москва,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132405936
132471463,Data scientist/ML engineer,"Ренессанс cтрахование, Группа",Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132471463
132572293,Data Engineer (Python) / Python Developer (рекомендательные системы),,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|PyTorch|MLflow|Airflow|Kubernetes|FastAPI|S3|Git,True,https://hh.ru/vacancy/132572293
132165277,ML Engineer,ИП Саватнеева Екатерина Сергеевна,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,Python|C++,True,https://hh.ru/vacancy/132165277
132439163,Data Engineer (Аналитика и данные),,Москва,middle,data_engineer,Опыт 3-6 лет,,,,SQL|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132439163
132218822,Data Engineer (SafeHub),,Москва,middle,data_science,Опыт 3-6 лет,,,,SQL|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132218822
131455554,AI/LLM Engineer в AI Lab,,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|LangChain|RAG|FastAPI,True,https://hh.ru/vacancy/131455554
132137327,ML инженер (направление Реклама),RUTUBE,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132137327
132637381,C++ Developer (Computer Vision / OCR),ООО Смарт Энджинс Сервис,Москва,junior,computer_vision,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132637381
132204335,Tech Lead ML Engineer (Python),,Санкт-Петербург,senior,nlp,Опыт более 6 лет,,,,Python|PyTorch|XGBoost|LightGBM|CatBoost|scikit-learn|Transformers|LLM|LangChain|HuggingFace|RAG|Docker|FastAPI|Flask|Kafka|Grafana,True,https://hh.ru/vacancy/132204335
131251209,AI Engineer в AI Lab,,Москва,middle,llm,Опыт 3-6 лет,,,,Python|SQL|PyTorch|scikit-learn|LLM|LangChain|HuggingFace|RAG|FastAPI,True,https://hh.ru/vacancy/131251209
132179883,Senior AI/ML Engineer (NLP / LLM),,Москва,senior,nlp,Опыт 3-6 лет,,,,PyTorch|TensorFlow|CatBoost|LLM|LangChain,True,https://hh.ru/vacancy/132179883
132159842,"Senior Java Engineer (JavaSE, algorithms, optimization)",BrainShells,Москва,senior,ai_engineer,Опыт более 6 лет,,,,Bash,True,https://hh.ru/vacancy/132159842
132096254,"Lead AI-engineer (AI-Агенты, Agent RecSys)",,Москва,senior,general_ml,Опыт 3-6 лет,,,,Python|LangChain|Kubernetes|Kafka|Hadoop,True,https://hh.ru/vacancy/132096254
132019603,"ML/DS Engineer (в Бильбао, Испания)",Artificial Seed,"провинция Бискайя, Басаури, Бильбао",junior,general_ml,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132019603
132076040,"Scientific ML Engineer (сенсорные данные, physics-informed models)",ОООБазовые технологии,Москва,middle,research,Опыт 3-6 лет,,,,Python,True,https://hh.ru/vacancy/132076040
131831240,"Generative AI Engineer (Diffusion, 3D Reconstruction)",ООО ЦЕНТР ХК,Москва,middle,computer_vision,Опыт 3-6 лет,,,,Python|C++|PyTorch|OpenCV,True,https://hh.ru/vacancy/131831240
132927962,ML разработчик,Mad Brains,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|JAX|MLflow|Airflow|Kubeflow|DVC|Docker|Kubernetes|FastAPI|Flask|Spark|Dask|AWS|GCP|Azure|Git|Grafana,True,https://hh.ru/vacancy/132927962
132432454,ML-инженер / Архитектор RAG-систем,ОООАкадемия Бизнес Решений,Пермь,senior,llm,Опыт 3-6 лет,,,,Python|RAG,True,https://hh.ru/vacancy/132432454
129661922,MLOps инженер,,Санкт-Петербург,senior,mlops,Опыт более 6 лет,,,,Python|PyTorch|TensorFlow|Transformers|HuggingFace|MLflow|Airflow|ClearML|Docker|Kubernetes|Jupyter,True,https://hh.ru/vacancy/129661922
131858891,Руководитель команды ml-инженеров,,Москва,senior,ml_engineer,Опыт 3-6 лет,,,,Python|SQL,True,https://hh.ru/vacancy/131858891
132094168,ML Инженер,ОООИКС-ПРО,Москва,middle,research,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|LLM|RAG,True,https://hh.ru/vacancy/132094168
132406039,Senior ML-инженер в команду Поиска,,Москва,senior,ml_engineer,Опыт 1-3 года,,,,BERT|LLM,True,https://hh.ru/vacancy/132406039
132854199,Data Scientist,,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|XGBoost|LightGBM|CatBoost|scikit-learn|LLM|Spark,True,https://hh.ru/vacancy/132854199
132836961,Junior Data Scientist (Геомаркетинг 2. 0),,Екатеринбург,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132836961
132209142,Инженер платформы машинного обучения (ML/AI инженер),,Москва,junior,ai_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132209142
131314510,Инженер машинного обучения (НЛП),"СиСофт, (CSoft)",Иваново (Ивановская область),junior,general_ml,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131314510
129930024,Архитектор решений (Искусственный интеллект),,Москва,senior,research,Опыт 3-6 лет,,,,,True,https://hh.ru/vacancy/129930024
132872850,ML/AI Developer,SkillCampVR,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|RAG|FastAPI|S3|AWS,True,https://hh.ru/vacancy/132872850
129370191,Data Scientist / ML-инженер (алгоритмы и оптимизация),Rubbles,Москва,middle,data_science,Опыт 3-6 лет,,,,Python,True,https://hh.ru/vacancy/129370191
122625450,Team Lead Data Scientist,,Москва,senior,data_science,Опыт более 6 лет,,,,PostgreSQL|MongoDB,True,https://hh.ru/vacancy/122625450
132687560,"Эксперт по AI-разработке (вайбкодинг / LLM, автор курса)",,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|Git,True,https://hh.ru/vacancy/132687560
131656030,Data Scientist (Middle+) — промышленные решения,АО Промышленные инновации,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131656030
132462087,Начинающий Python-разработчик,SL Soft,Москва,junior,ml_engineer,Без опыта,,,,Python,True,https://hh.ru/vacancy/132462087
132204445,Senior Data Scientist,"Мы являемся инновационным хабом, который создаёт динамичные стартап-экосистемы и технологии для проектов в сфере AdTech и MarTech.",Санкт-Петербург,senior,data_science,Опыт более 6 лет,,,,Python|SQL|PyTorch|TensorFlow|JAX|scikit-learn|Airflow|Docker,True,https://hh.ru/vacancy/132204445
132331115,"Middle Bioinformatician, Data Analyst (to Yerevan)",BostonGene Technologies,"Ереван, улица Грачья Кочара, 2А",middle,data_science,Опыт 3-6 лет,,,,Python|SQL|Bash|Docker|Kubernetes|AWS|GCP|Azure|Git,True,https://hh.ru/vacancy/132331115
132209166,Архитектор платформы машинного обучения,,Москва,senior,llm,Опыт 3-6 лет,,,,Python|GPT|LLM|Kubernetes,True,https://hh.ru/vacancy/132209166
132164259,Data Scientist / Middle Data Scientist в области рекомендательных систем,,Нижний Новгород,junior,data_science,Опыт 1-3 года,,,,Python|PyTorch|MLflow|Airflow|Kubernetes|FastAPI|Kafka|Redis|S3,True,https://hh.ru/vacancy/132164259
132678156,Machine Learning Engineer,АО ЭДС,Ижевск,senior,ml_engineer,Опыт более 6 лет,,,,Python|C++|PyTorch|OpenCV|ONNX|TensorRT|OpenVINO|Ultralytics|ClearML|Docker|FastAPI|PostgreSQL|MongoDB|Git,True,https://hh.ru/vacancy/132678156
132874634,ML Lead (Engineering),ТООMayflower,"Лимасол, муниципалитет Лимассол, проспект Архиепископа Макариоса III, 213",senior,general_ml,Опыт более 6 лет,,,,Python|MLflow|Airflow|Kubernetes|FastAPI|Flask,True,https://hh.ru/vacancy/132874634
132115902,Machine Learning Engineer / Инженер по Машинному Обучению (в офис),ООО Айкью Групп,Тольятти,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132115902
132115903,Machine Learning Engineer / Инженер по Машинному Обучению (в офис),ООО Айкью Групп,Тольятти,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132115903
132128026,ML Engineer,Employcity,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132128026
132437913,ML/Data Engineer,,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|PyTorch|Transformers|LLM|LangChain|HuggingFace|MLflow|Airflow|DVC|Docker|Kubernetes|Kafka|Spark|Dask|PostgreSQL,True,https://hh.ru/vacancy/132437913
132569009,Middle Data Scientist (команда оптимизации расходов),,Москва,junior,data_science,Опыт 1-3 года,,,,Python|SQL|PyTorch|TensorFlow|scikit-learn|LLM|Spark|Hadoop|PostgreSQL,True,https://hh.ru/vacancy/132569009
132485530,Data Scientist / ML Engineer направление CV для РЦ,,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PyTorch|OpenCV|ONNX|TensorRT|Docker|Kubernetes|FastAPI,True,https://hh.ru/vacancy/132485530
132480697,Senior MLOps Engineer,,Москва,senior,mlops,Опыт 3-6 лет,,,,Python|SQL|Bash|MLflow|Airflow|Kubeflow|Docker|Kubernetes,True,https://hh.ru/vacancy/132480697
131663784,ML-инженер в Центр технологий искусственного интеллекта,,Нижний Новгород,middle,nlp,Опыт 3-6 лет,,,,Python|Bash|PyTorch|TensorFlow|JAX|Docker|Git,True,https://hh.ru/vacancy/131663784
132330513,Deep Learning/CUDA Engineer (GigaChat),,Москва,middle,llm,Опыт 3-6 лет,,,,Python|GPT|LLM,True,https://hh.ru/vacancy/132330513
131677888,ML-инженер в Центр технологий искусственного интеллекта,,Екатеринбург,middle,nlp,Опыт 3-6 лет,,,,Python|Bash|PyTorch|TensorFlow|JAX|Docker|Git,True,https://hh.ru/vacancy/131677888
132464534,"Разработчик машинного обучения (ML, LLM)",,Санкт-Петербург,middle,llm,Опыт 3-6 лет,,,,LLM,True,https://hh.ru/vacancy/132464534
132426395,Data Engineer,,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|LLM|Airflow|Kubernetes|Kafka|Spark|Hadoop|PostgreSQL|Git,True,https://hh.ru/vacancy/132426395
132426725,Senior ML Engineer (GigaChat TTS),,Москва,senior,ml_engineer,Опыт 3-6 лет,,,,Python|C++,True,https://hh.ru/vacancy/132426725
128063837,Инженер машинного зрения (Senior computer vision),,Санкт-Петербург,senior,computer_vision,Опыт 1-3 года,,,,Python|PyTorch|TensorFlow|OpenCV,True,https://hh.ru/vacancy/128063837
132464079,Математик-разработчик (LLM),,Санкт-Петербург,middle,llm,Опыт 3-6 лет,,,,LLM,True,https://hh.ru/vacancy/132464079
132242040,AI/ML-инженер,,Москва,junior,nlp,Опыт 1-3 года,,,,C++|LLM|LangChain|RAG|FastAPI|Flask,True,https://hh.ru/vacancy/132242040
132342315,Специалист по разработке нейронных сетей (Middle+/Senior),,Москва,senior,ai_engineer,Без опыта,,,,Python|SQL|PyTorch|Transformers|MLflow|Airflow,True,https://hh.ru/vacancy/132342315
132320496,ML Engineer / Data Scientist (С++),АО НЭПТ,Москва,middle,data_science,Опыт 3-6 лет,,350000.0,350000.0,Python|OpenCV|YOLO,True,https://hh.ru/vacancy/132320496
132494435,AI Engineer/Python Developer,,Москва,middle,ai_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132494435
131554081,MlOps/ Ml Engineer (Triton),,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|MLflow|Airflow|Docker|Kubernetes|FastAPI|Spark|PostgreSQL|Redis|ClickHouse,True,https://hh.ru/vacancy/131554081
131603861,AI Engineer,,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|LLM|LangChain|LlamaIndex|HuggingFace|RAG|Airflow|Kubernetes|FastAPI|Grafana,True,https://hh.ru/vacancy/131603861
130522466,Технический тимлид Data Science / Machine Learning,,Москва,senior,nlp,Опыт 3-6 лет,,,,,True,https://hh.ru/vacancy/130522466
128149341,ML-инженер в направление Информационной безопасности,,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,Python|SQL|LLM|RAG|Docker|Git,True,https://hh.ru/vacancy/128149341
131445158,ML-инженер (Middle),,Санкт-Петербург,middle,ml_engineer,Опыт 3-6 лет,,,,Python|SQL|Bash|PyTorch|TensorFlow|Keras|XGBoost|Airflow|Docker|FastAPI|Flask|PostgreSQL|Git,True,https://hh.ru/vacancy/131445158
132329976,ML Engineer,,Москва,middle,llm,Опыт 3-6 лет,,,,Python|PyTorch|CatBoost|Transformers|LLM|Airflow|Hadoop|PostgreSQL|Elasticsearch,True,https://hh.ru/vacancy/132329976
132430083,ML-инженер,АО Серпуховский завод Металлист,"Серпухов, Луначарского улица, 32",middle,nlp,Опыт 3-6 лет,,,,Python|C++|PyTorch|TensorFlow|scikit-learn,True,https://hh.ru/vacancy/132430083
132180066,Senior Deep Learning Engineer (Speech LLM),,Москва,senior,computer_vision,Опыт 3-6 лет,,,,Python|PyTorch|LLM,True,https://hh.ru/vacancy/132180066
132387130,Senior Data Engineer,,Москва,senior,data_engineer,Опыт 3-6 лет,,,,Python|SQL|Airflow|Docker|Kubernetes|Kafka|Spark|Hadoop|ClickHouse|S3|Git,True,https://hh.ru/vacancy/132387130
128473664,"Data scientist (NLP, LLM)",СБЕРКОРУС,Москва,middle,nlp,Опыт 3-6 лет,,,,PyTorch|LLM|LangChain,True,https://hh.ru/vacancy/128473664
132180125,Senior Deep Learning Engineer (Speech / Audio Foundation Models),,Москва,senior,computer_vision,Опыт 3-6 лет,,,,Python|PyTorch,True,https://hh.ru/vacancy/132180125
131456067,"AI ML Research Scientist - Transformers (Senior / Middle, AI RnD команда)",,Москва,senior,research,Опыт 1-3 года,,,,Python|PyTorch|TensorFlow|JAX|LLM|Docker,True,https://hh.ru/vacancy/131456067
132373512,Специалист по разработке нейронных сетей,USETECH,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|Transformers|MLflow|Airflow,True,https://hh.ru/vacancy/132373512
127109662,ML-инженер,Академия Компьютерных Технологий и Дизайна,Челябинск,middle,llm,Опыт 3-6 лет,,,,Python|scikit-learn,True,https://hh.ru/vacancy/127109662
132348027,Data Scientist / NLP-инженер (Sberbank International),,Москва,junior,nlp,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132348027
130875329,Senior ML Engineer (в команду симулятора),ОООЭвокарго,Москва,senior,ml_engineer,Опыт более 6 лет,,,,Python|PyTorch|scikit-learn|LLM|Docker|Git,True,https://hh.ru/vacancy/130875329
131456030,Инженер машинного обучения / RecSys / Senior,,Москва,senior,mlops,Опыт 3-6 лет,,,,Python|SQL|MLflow|Docker|Kubernetes|FastAPI|Kafka|Grafana,True,https://hh.ru/vacancy/131456030
132241726,Senior ML Engineer CVM,"DODO BRANDS (Dodo Pizza, Drinkit)",Москва,senior,ml_engineer,Опыт 3-6 лет,,,,Python|SQL|MLflow,True,https://hh.ru/vacancy/132241726
132235030,ML Engineer — Omnimodal Full-Duplex,,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|Bash|PyTorch|Transformers|LLM|DVC|Docker|Git,True,https://hh.ru/vacancy/132235030
132426402,Разработчик инфраструктуры RL-обучения LLM,,Москва,middle,llm,Опыт 3-6 лет,,,,Python|C++|PyTorch|LLM,True,https://hh.ru/vacancy/132426402
132847523,Senior Data Scientist,,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|scikit-learn|LLM|LangChain|RAG|MLflow|Airflow|Docker|Kubernetes|Kafka|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132847523
132673521,Эксперт Data Science,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132673521
132856400,Старший технический писатель (MLS ETL),,Москва,middle,data_science,Опыт 3-6 лет,,,,Jupyter,True,https://hh.ru/vacancy/132856400
132431917,Data Engineer в Яндекс Еду,,Москва,junior,data_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132431917
132843363,Специалист по fine-tuning LLM,ООО Трейдмарк холдер,Москва,middle,llm,Опыт 3-6 лет,,,,,True,https://hh.ru/vacancy/132843363
131075238,Промпт-инженер,"Турбулентность-Дон, Группа компаний","Ростов-на-Дону, 60К-9, 1-й километр, 6/8",junior,ai_engineer,Без опыта,,,,Python|PyTorch|TensorFlow|Keras,True,https://hh.ru/vacancy/131075238
132827583,Менеджер проектов по разметке данных для обучения нейросетей,,Тамбов,junior,research,Опыт 1-3 года,,,,LLM,True,https://hh.ru/vacancy/132827583
132811351,ML/DS инженер,,Москва,middle,general_ml,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132811351
132811957,Аналитик валидации ML-моделей,,Москва,senior,llm,Опыт 1-3 года,,,,Python|SQL|PyTorch|scikit-learn|RAG|Spark|Git,True,https://hh.ru/vacancy/132811957
132811789,Руководитель группы машинного обучения,,Воронеж,senior,data_science,Опыт 3-6 лет,,,,Python|LLM|RAG,True,https://hh.ru/vacancy/132811789
132788652,Архитектор машинного обучения (AI-архитектор),Федеральное автономное учреждение «Национальный институт аккредитации» (ФАУ НИА),Москва,senior,llm,Опыт более 6 лет,,,,Python|SQL|LLM|LangChain|LlamaIndex|RAG|Docker,True,https://hh.ru/vacancy/132788652
132775994,Senior/Lead ML Engineer (блок Финансы),,Москва,senior,data_science,Опыт 3-6 лет,,,,,True,https://hh.ru/vacancy/132775994
132722934,Senior ML-инженер,,Москва,senior,nlp,Опыт более 6 лет,,,,Python|SQL|LLM|RAG|ONNX|Docker|Git,True,https://hh.ru/vacancy/132722934
132741472,ML-архитектор (Cистемы восприятия),ОООЭвокарго,Москва,senior,ai_engineer,Опыт более 6 лет,,,,Python|C++|PyTorch|ONNX|TensorRT,True,https://hh.ru/vacancy/132741472
132718965,AI Engineer (Multi-Agent Systems),,Москва,middle,ai_engineer,Опыт 3-6 лет,,,,LLM|LangChain|RAG|Kafka,True,https://hh.ru/vacancy/132718965
132727113,Senior ML developer,Servicepipe,Москва,senior,ml_engineer,Опыт более 6 лет,,,,,True,https://hh.ru/vacancy/132727113
132673038,ML-инженер,,Воронеж,middle,nlp,Опыт 3-6 лет,,,,Python|Bash|PyTorch|TensorFlow|Keras|Docker|Git,True,https://hh.ru/vacancy/132673038
132659758,AI специалист / AI инженер (в офис),NINEL,"Набережные Челны, Набережночелнинский проспект, 25Б",junior,ai_engineer,Без опыта,,,,,False,https://hh.ru/vacancy/132659758
132666289,Аналитик МL,,Казань,junior,data_science,Опыт 1-3 года,,,,Python|SQL|PyTorch|TensorFlow|Keras|scikit-learn,True,https://hh.ru/vacancy/132666289
131675620,ML-инженер,,Краснодар,middle,nlp,Опыт 3-6 лет,,,,Python|Bash|PyTorch|TensorFlow|Keras|Docker|Git,True,https://hh.ru/vacancy/131675620
131753808,"Инженер внедрения (LLM, MLOps)",,Москва,junior,mlops,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131753808
132627291,ML-инженер,АО Эксперт Инвест,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,Python|SQL|Docker|Elasticsearch|Git,True,https://hh.ru/vacancy/132627291
132626057,"Data Labeling Specialist/ Аналитик разметки данных (LLM, агенты)",,Москва,junior,llm,Опыт 1-3 года,,,,Python|SQL|LLM,True,https://hh.ru/vacancy/132626057
132626626,ML-инженер (Главный инженер-конструктор),АОСмартиндустрия,Рязань,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132626626
131661368,"Старший математик-разработчик, Группа ""Внутренние ML Продукты""",,Москва,middle,ai_engineer,Опыт 3-6 лет,,,,Python|Go|PyTorch|XGBoost|CatBoost|scikit-learn|Transformers|LLM|RAG|Airflow|Kubernetes|Spark|Hadoop,True,https://hh.ru/vacancy/131661368
128981566,ML-инженер в команду эффективного рантайма и инференса,,Москва,middle,nlp,Опыт 3-6 лет,,,,C++|PyTorch|TensorFlow|JAX|LLM|TensorRT,True,https://hh.ru/vacancy/128981566
132600336,Middle/Senior Researcher (Центр исследований),,Москва,senior,llm,Опыт 3-6 лет,,,,Python|Transformers|LLM|Spark|Hadoop,True,https://hh.ru/vacancy/132600336
132566701,ML Python-разработчик (HR-платформа Пульс),,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|LLM|LangChain|LlamaIndex|MLflow|Airflow|Docker|Kubernetes|FastAPI|Kafka|Redis|ClickHouse|Git|Grafana,True,https://hh.ru/vacancy/132566701
132545447,LLM-Engineer (рекомендательные системы),,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|RAG,True,https://hh.ru/vacancy/132545447
132553307,LLM - инженер,,Елабуга,junior,llm,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132553307
132555606,Ведущий ML-инженер музыкальных рекомендаций,,Москва,middle,ml_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132555606
